"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","is_station","is_district","is_postcode","predict","profitMargin","buy","actualProfit"
"80",7793,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM5","C",52,2,1.8,1.3,193,145,"Average","owner-occupied",51.608976,0.174458,52,80,6,"gidea park","Essex & Suffolk Water",42400,"Havering","rail",0,1,0,3.1772182,129000,FALSE,FALSE,FALSE,207601.640761564,0.609315044663288,1,0.609315044663288
"81",2133,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW14","C",75,3,2.3,1.5,172,116,"Average","owner-occupied",51.462636,-0.274936,44,20,3,"north sheen","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.9314786,352000,FALSE,TRUE,FALSE,561708.491708923,0.595762760536712,1,0.595762760536712
"82",10415,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW2","C",47,3,1.7,1.4,205,175,"Average","rental (social)",51.443994,-0.35435,114,19,5,"whitton","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,1.0352524,193000,FALSE,TRUE,FALSE,307786.926338127,0.59475091366905,1,0.59475091366905
"83",15697,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN3","E",82,5,6.2,1.3,392,79,"Poor","rental (private)",51.661039,-0.039213,82,18,5,"brimsdown","Thames Water",44300,"Enfield","rail",0,1,0,0.608972,246000,FALSE,FALSE,FALSE,392006.340191581,0.593521708095858,1,0.593521708095858
"84",1615,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW5","C",108,5,2.9,2,151,107,"Average","owner-occupied",51.494928,-0.186736,127,17,1,"gloucester road","Thames Water",56600,"Kensington and Chelsea","tube",3,0,0,0.2162472,1106000,TRUE,TRUE,FALSE,1760103.31826535,0.591413488485849,1,0.591413488485849
"85",9885,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW4","D",111,4,3.9,1.8,199,89,"Average","owner-occupied",51.595634,-0.214317,94,59,3,"hendon central","Thames Water",58700,"Barnet","tube",1,0,0,1.4503476,494000,FALSE,FALSE,FALSE,783275.835501445,0.585578614375396,1,0.585578614375396
"86",346,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E2","C",100,4,2.8,2.8,158,157,"Good","owner-occupied",51.528751,-0.057646,176,19,2,"bethnal green","Thames Water",55100,"Hackney","tube",1,0,1,0.3212638,477000,FALSE,FALSE,FALSE,755004.470649037,0.582818596748504,1,0.582818596748504
"87",3539,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM2","E",96,4,5.8,2.2,341,130,"Average","owner-occupied",51.57785,0.207322,30,31,6,"gidea park","Essex & Suffolk Water",54000,"Havering","rail",0,1,0,0.4045314,293000,FALSE,FALSE,FALSE,463369.518186424,0.581465932376872,1,0.581465932376872
"88",14704,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW10","D",228,4,8.8,7.1,218,174,"Average","owner-occupied",51.44248,-0.313583,60,10,5,"twickenham","Thames Water",66600,"Richmond upon Thames","rail",0,1,0,1.4080924,1200000,FALSE,TRUE,FALSE,1897514.43962418,0.58126203302015,1,0.58126203302015
"89",6054,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA8","D",200,7,8.6,4.2,243,120,"Average","owner-occupied",51.608753,-0.292828,82,64,5,"canons park","Affinity Water",55100,"Barnet","tube",1,0,0,0.0708396,651000,FALSE,FALSE,FALSE,1028323.93852986,0.579606664408392,1,0.579606664408392
"90",5521,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW8","C",84,4,2.8,0.7,191,44,"Good","owner-occupied",51.524597,-0.16943,38,38,1,"edgware road (bakerloo)","Thames Water",39800,"Westminster","tube",2,0,0,0.2933008,669000,FALSE,TRUE,FALSE,1056216.86633539,0.57879950124872,1,0.57879950124872
"91",9090,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW2","D",64,3,3.5,1.1,309,102,"Average","owner-occupied",51.453998,-0.114565,53,26,2,"herne hill","Thames Water",61900,"Lambeth","rail",0,1,0,0.8556678,267000,FALSE,FALSE,FALSE,421260.320297994,0.577754008606719,1,0.577754008606719
"92",11397,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE1","B",46,2,1.4,1.3,169,159,"Good","rental (private)",51.50217,-0.098875,34,9,1,"borough","Thames Water",56600,"Southwark","tube",1,0,0,0.360412,259000,FALSE,FALSE,FALSE,408196.192121194,0.576047073827002,1,0.576047073827002
"93",6165,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW8","D",97,4,4.8,1.1,280,63,"Very Poor","owner-occupied",51.535218,-0.185207,16,42,2,"maida vale","Thames Water",59600,"Westminster","tube",2,0,0,0.537511,754000,FALSE,TRUE,FALSE,1186404.58556325,0.573480882709879,1,0.573480882709879
"94",3738,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE24","E",227,8,7.7,4,230,120,"Poor","owner-occupied",51.455141,-0.094036,126,30,2,"north dulwich","Thames Water",76600,"Lambeth","rail",0,1,0,0.3305848,1250000,FALSE,FALSE,FALSE,1962894.23283287,0.570315386266297,1,0.570315386266297
"95",4827,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT9","D",83,4,3,1.2,206,80,"Very Poor","rental (private)",51.358712,-0.297213,129,46,6,"chessington south","Thames Water",59700,"Kingston upon Thames","rail",0,1,0,0.581009,293000,FALSE,FALSE,FALSE,458453.406680374,0.564687394813562,1,0.564687394813562
"96",9005,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W11","C",192,6,4,2.9,119,84,"Average","owner-occupied",51.516367,-0.200787,31,22,2,"westbourne park","Thames Water",47100,"Kensington and Chelsea","tube",2,0,0,0.5238402,2361000,FALSE,TRUE,TRUE,3685831.24807216,0.561131405367286,1,0.561131405367286
"97",14168,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW2","D",97,4,4.6,4.4,267,257,"Average","owner-occupied",51.54739,-0.216048,64,62,2,"willesden green","Thames Water",50600,"Camden","tube",1,0,0,0.5617456,484000,FALSE,TRUE,FALSE,750597.783858848,0.550821867476959,1,0.550821867476959
"98",1027,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N17","E",100.07,5,6.2,5.1,373,302,"Very Poor","rental (private)",51.595551,-0.073036,136,20,3,"bruce grove","Thames Water",42600,"Haringey","light_rail",0,0,1,0.2156258,343000,FALSE,FALSE,FALSE,531554.376437755,0.549721214104243,1,0.549721214104243
"99",12265,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW8","C",47,2,1.3,1.2,157,146,"Average","rental (private)",51.527085,-0.170538,65,38,1,"edgware road (bakerloo)","Thames Water",39800,"Westminster","tube",2,0,0,0.5306756,323000,FALSE,TRUE,FALSE,500453.575462668,0.549391874497425,1,0.549391874497425
"100",8639,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR4","D",49.3,2,2.9,2.1,348,251,"Very Poor","rental (private)",51.397568,-0.175897,121,19,3,"mitcham","Thames Water",47500,"Merton","light_rail",0,0,1,0.3330704,157000,FALSE,FALSE,FALSE,243127.233355934,0.548581104177924,1,0.548581104177924
"101",5231,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW7","D",78,3,4,1.6,289,115,"Very Poor","rental (private)",51.494404,-0.18484,143,19,1,"gloucester road","Thames Water",70100,"Kensington and Chelsea","tube",3,0,0,0.1609426,850000,TRUE,TRUE,FALSE,1307853.91336519,0.538651662782581,1,0.538651662782581
"102",6702,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM2","E",99,3,5.9,2.5,337,143,"Poor","owner-occupied",51.344529,-0.196167,94,98,5,"belmont","SES Water",67900,"Sutton","rail",0,1,0,0.2249468,336000,FALSE,FALSE,FALSE,516809.846210263,0.538124542292451,1,0.538124542292451
"103",695,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N10","D",141,5,5.5,4.1,223,165,"Poor","owner-occupied",51.59027,-0.143073,107,98,3,"highgate","Thames Water",65800,"Haringey","tube",1,0,0,0.9967256,745000,FALSE,FALSE,FALSE,1140470.33909573,0.530832669927155,1,0.530832669927155
"104",8346,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE15","D",69,3,2.9,0.8,218,60,"Good","owner-occupied",51.48242,-0.055424,77,4,2,"south bermondsey","Thames Water",43200,"Southwark","rail",0,1,0,0.5704452,337000,FALSE,FALSE,FALSE,512472.689522353,0.520690473360098,1,0.520690473360098
"105",5819,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W1H","D",126,5,4.3,1.8,178,76,"Very Poor","rental (private)",51.517483,-0.163139,45,34,1,"marble arch","Thames Water",60700,"Westminster","tube",1,0,0,0.3187782,1288000,FALSE,TRUE,FALSE,1955931.37972426,0.51858026376107,1,0.51858026376107
"106",14259,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR4","C",149.04,5,4.8,3.4,194,136,"Good","owner-occupied",51.411954,-0.172232,71,17,3,"colliers wood","Thames Water",52500,"Merton","tube",1,0,0,0.7786142,585000,FALSE,FALSE,FALSE,885158.789166361,0.513091947292925,1,0.513091947292925
"107",9445,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N10","C",157,5,5.1,2.4,183,87,"Average","owner-occupied",51.596138,-0.139975,126,88,3,"alexandra palace","Thames Water",64800,"Haringey","rail",0,1,0,1.1514542,811000,FALSE,FALSE,FALSE,1221070.24180063,0.505635316646892,1,0.505635316646892
"108",13961,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW12","E",137,5,5.1,3,240,140,"Poor","owner-occupied",51.447094,-0.143444,22,26,3,"balham","Thames Water",64000,"Wandsworth","tube",1,1,0,0.5928156,688000,FALSE,FALSE,FALSE,1035787.23887655,0.505504707669401,1,0.505504707669401
"109",14971,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA14","D",366,11,17,9.3,228,126,"Poor","owner-occupied",51.430012,0.092264,6,52,5,"sidcup","Thames Water",48100,"Bexley","rail",0,1,0,1.0545158,924000,FALSE,FALSE,FALSE,1386276.79428058,0.500299560909721,1,0.500299560909721
"110",5538,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT3","C",47,2,2.6,1.8,322,228,"Good","owner-occupied",51.400425,-0.261513,27,23,4,"new malden","Thames Water",61000,"Kingston upon Thames","rail",0,1,0,0.5008484,166000,FALSE,FALSE,FALSE,248899.215861055,0.499392866632864,1,0.499392866632864
"111",13047,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","D",41,2,2,0.9,253,118,"Very Poor","owner-occupied",51.555622,-0.152963,61,48,2,"gospel oak","Thames Water",58200,"Camden","light_rail",0,0,1,0.1000454,336000,FALSE,TRUE,FALSE,500099.412478368,0.488391108566573,1,0.488391108566573
"112",2740,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","C",126,5,3.7,1.7,155,67,"Average","owner-occupied",51.404925,-0.19336,75,19,4,"morden","Thames Water",72900,"Merton","tube",1,0,0,0.2466958,557000,FALSE,FALSE,FALSE,827406.104043239,0.485468768479783,1,0.485468768479783
"113",4403,NA,NA,"F","N","L",NA,NA,NA,"EARLSFIELD",NA,NA,"SW18","C",101,4,3.4,2,175,102,"Average","owner-occupied",51.4395,-0.182226,83,13,3,"earlsfield","Thames Water",62700,"Wandsworth","rail",0,1,0,0.3585478,450000,FALSE,FALSE,FALSE,668241.587752403,0.48498130611645,1,0.48498130611645
"114",13232,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT6","D",59.9,3,4.3,4.1,366,351,"Good","owner-occupied",51.377727,-0.304971,129,31,6,"chessington north","Thames Water",63300,"Kingston upon Thames","rail",0,1,0,1.1079562,290000,FALSE,FALSE,FALSE,429729.544053823,0.481826013978701,1,0.481826013978701
"115",4617,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT5","E",98,5,6.1,1.2,324,59,"Poor","owner-occupied",51.384997,-0.276262,44,29,5,"tolworth","Thames Water",72000,"Kingston upon Thames","rail",0,1,0,0.6406634,405000,FALSE,FALSE,FALSE,599687.808770533,0.480710638939587,1,0.480710638939587
"116",13625,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA0","D",80,5,4.3,0.9,309,65,"Good","owner-occupied",51.542706,-0.30331,116,37,4,"alperton","Affinity Water",51400,"Brent","tube",1,0,0,0.4269018,306000,FALSE,FALSE,FALSE,452333.061063046,0.47821261785309,1,0.47821261785309
"117",14485,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG11","D",145,7,6.5,2.4,256,94,"Average","owner-occupied",51.532229,0.087446,62,4,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.7158528,360000,FALSE,FALSE,FALSE,530631.675976161,0.473976877711558,1,0.473976877711558
"118",14365,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","C",112.44,5,3.7,3.6,195,189,"Good","rental (private)",51.54318,-0.174464,83,59,2,"swiss cottage","Thames Water",60900,"Camden","tube",1,0,0,0.2199756,889000,FALSE,TRUE,FALSE,1309438.20685035,0.472933865973399,1,0.472933865973399
"119",684,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG4","E",127,4,6.9,2.6,280,106,"Average","owner-occupied",51.582113,0.048609,32,26,4,"redbridge","Thames Water",55300,"Redbridge","tube",1,0,0,0.5238402,440000,FALSE,FALSE,FALSE,647295.91016971,0.471127068567522,1,0.471127068567522
"120",13340,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W2","D",46.75,3,3.3,3.3,421,415,"Very Poor","owner-occupied",51.519086,-0.183499,74,27,2,"royal oak","Thames Water",56500,"Westminster","tube",2,0,0,0.2976506,395000,FALSE,TRUE,FALSE,580534.26326661,0.469706995611672,1,0.469706995611672
"121",11913,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE13","C",142,7,4.3,2.2,170,88,"Average","owner-occupied",51.463161,-0.020728,137,25,2,"lewisham","Thames Water",60400,"Lewisham","light_rail",0,1,1,0.5431036,692000,FALSE,FALSE,FALSE,1012339.4558232,0.462918288761854,1,0.462918288761854
"122",3688,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1P","D",194,5,6.6,2.8,193,83,"Very Poor","owner-occupied",51.496062,-0.140835,97,17,1,"victoria","Thames Water",57500,"Westminster","tube",3,1,0,0.201955,1861000,FALSE,TRUE,FALSE,2720095.75334585,0.461631248439467,1,0.461631248439467
"123",2716,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW3","C",37,2,1.6,1,242,157,"Average","owner-occupied",51.493339,-0.164931,30,13,1,"sloane square","Thames Water",50600,"Kensington and Chelsea","tube",2,0,0,0.472264,499000,TRUE,TRUE,FALSE,729238.202431016,0.461399203268569,1,0.461399203268569
"124",114,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","D",84.9,4,4.2,3.1,273,202,"Good","owner-occupied",51.473939,-0.169914,154,6,2,"clapham junction","Thames Water",66400,"Wandsworth","light_rail",0,1,1,0.8550464,473000,FALSE,FALSE,FALSE,689233.332832818,0.457152923536613,1,0.457152923536613
"125",5483,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E1","C",74,4,2.7,2.1,203,161,"Average","owner-occupied",51.511671,-0.052594,71,12,2,"shadwell","Thames Water",62600,"Tower Hamlets","light_rail",0,0,1,0.2069262,373000,FALSE,FALSE,FALSE,542274.191057084,0.453818206587357,1,0.453818206587357
"126",5731,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE5","C",39.04,2,2,2,342,335,"Poor","rental (private)",51.470159,-0.08359,106,26,2,"denmark hill","Thames Water",56300,"Southwark","light_rail",0,1,1,0.4511364,227000,FALSE,FALSE,FALSE,329603.53087443,0.451997933367535,1,0.451997933367535
"127",13086,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW16","G",180,9,15,6.5,554,240,"Very Poor","owner-occupied",51.40949,-0.118841,173,40,3,"norbury","Thames Water",54100,"Croydon","rail",0,1,0,0.3119428,612000,FALSE,FALSE,FALSE,887345.291556484,0.449910607118438,1,0.449910607118438
"128",4885,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",85,4,3.1,1.2,205,77,"Average","owner-occupied",51.440993,-0.188009,52,11,3,"earlsfield","Thames Water",63100,"Wandsworth","rail",0,1,0,0.1901484,495000,FALSE,FALSE,FALSE,716723.597675487,0.447926459950478,1,0.447926459950478
"129",4294,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW8","D",141,5,6.6,2,265,78,"Average","owner-occupied",51.497782,-0.298562,141,19,3,"south ealing","Thames Water",50200,"Hounslow","tube",1,0,0,0.7040462,626000,FALSE,FALSE,FALSE,904257.297354576,0.44450047500731,1,0.44450047500731
"130",14781,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG2","D",118,5,5.7,2.2,275,104,"Average","owner-occupied",51.580232,0.067692,185,27,4,"gants hill","Thames Water",55100,"Redbridge","tube",1,0,0,0.282737,403000,FALSE,FALSE,FALSE,581960.66956769,0.444071140366475,1,0.444071140366475
"131",6194,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA4","D",108,6,4.9,2.8,254,144,"Average","owner-occupied",51.563306,-0.41921,66,41,5,"ruislip gardens","Affinity Water",59200,"Hillingdon","tube",1,0,0,0.7046676,395000,FALSE,FALSE,FALSE,570107.096054823,0.44330910393626,1,0.44330910393626
"132",12114,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT3","E",119,6,6.4,3,305,142,"Average","owner-occupied",51.390781,-0.249153,77,22,4,"motspur park","Thames Water",65000,"Kingston upon Thames","rail",0,1,0,0.6580626,505000,FALSE,FALSE,FALSE,724897.998030261,0.435441580257942,1,0.435441580257942
"133",7534,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N15","D",112,5,4.8,1.5,224,65,"Average","owner-occupied",51.584181,-0.079547,32,13,3,"seven sisters","Thames Water",44000,"Haringey","tube",1,1,1,0.4672928,442000,FALSE,FALSE,FALSE,633945.878342603,0.434266693082811,1,0.434266693082811
"134",6682,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR7","D",36,2,2.5,0.9,405,145,"Average","rental (private)",51.397515,-0.108996,29,46,4,"thornton heath","Thames Water",51500,"Croydon","rail",0,1,0,0.4455438,127000,FALSE,FALSE,FALSE,181818.501518663,0.431641744241437,1,0.431641744241437
"135",6120,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",137,6,5.5,4,230,164,"Good","owner-occupied",51.418497,-0.184742,76,17,3,"colliers wood","Thames Water",66200,"Merton","tube",1,0,0,0.472264,714000,FALSE,FALSE,FALSE,1020015.43212116,0.4285930421865,1,0.4285930421865
"136",9699,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W13","C",146,6,3.2,1.7,126,65,"Average","owner-occupied",51.506817,-0.317765,108,26,3,"northfields","Thames Water",72200,"Ealing","tube",1,0,0,0.4573504,780000,FALSE,FALSE,FALSE,1113742.28695738,0.427874726868437,1,0.427874726868437
"137",8401,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW13","C",98,6,2.6,1.2,149,66,"Good","owner-occupied",51.440932,-0.416633,83,16,6,"feltham","Affinity Water",53700,"Hounslow","rail",0,1,0,0.6965894,307000,FALSE,FALSE,FALSE,437161.171196347,0.423977756339893,1,0.423977756339893
"138",286,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","E",219,6,11,4.8,272,124,"Very Poor","owner-occupied",51.391743,0.047712,78,66,5,"bickley","Thames Water",63800,"Bromley","rail",0,1,0,0.9706268,785000,FALSE,FALSE,FALSE,1117705.94026007,0.423829223261238,1,0.423829223261238
"139",5084,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW9","B",56,2,0.8,0.8,81,81,"Good","owner-occupied",51.479137,-0.278,108,6,3,"kew gardens","Thames Water",61900,"Richmond upon Thames","tube",1,0,1,0.5878444,289000,FALSE,TRUE,FALSE,411038.858943007,0.422279788730126,1,0.422279788730126
"140",5548,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N7","D",134,5,6,3.3,255,137,"Very Poor","owner-occupied",51.556467,-0.113922,75,30,2,"holloway road","Thames Water",58700,"Islington","tube",1,0,0,0.4126096,887000,FALSE,FALSE,FALSE,1259363.53975724,0.419801059478282,1,0.419801059478282
"141",1739,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","C",154,6,3.3,2.4,123,86,"Average","owner-occupied",51.360974,0.081101,73,96,6,"orpington","Thames Water",50500,"Bromley","rail",0,1,0,1.391936,416000,FALSE,FALSE,FALSE,589781.528797098,0.417744059608408,1,0.417744059608408
"142",13112,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W4","C",134,6,4,2.2,156,83,"Average","owner-occupied",51.503573,-0.255683,91,7,2,"turnham green","Thames Water",72900,"Hounslow","tube",2,0,0,0.6046222,9e+05,FALSE,FALSE,FALSE,1274408.60996622,0.416009566629137,1,0.416009566629137
"143",1265,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR4","D",53,3,2.4,1.2,253,132,"Average","rental (private)",51.406436,-0.164461,49,23,3,"mitcham eastfields","Thames Water",45700,"Merton","rail",0,1,0,0.5741736,170000,FALSE,FALSE,FALSE,238888.568878213,0.405226875754194,1,0.405226875754194
"144",2519,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR7","C",95,4,3.2,1.8,192,105,"Average","owner-occupied",51.412392,0.053783,23,66,5,"chislehurst","Thames Water",72000,"Bromley","rail",0,1,0,0.6996964,350000,FALSE,FALSE,FALSE,491510.547370592,0.404315849630264,1,0.404315849630264
"145",6412,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","C",74,4,1.8,1.3,139,97,"Average","rental (private)",51.51486,-0.036244,133,10,2,"limehouse","Thames Water",50700,"Tower Hamlets","light_rail",0,0,1,0.3846466,290000,FALSE,FALSE,FALSE,406920.087013176,0.403172713838537,1,0.403172713838537
"146",15443,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","C",70,2,2,2,174,174,"Very Poor","rental (social)",51.478287,-0.061072,40,4,2,"queens road peckham","Thames Water",45200,"Southwark","light_rail",0,1,1,0.4188236,289000,FALSE,FALSE,FALSE,403201.83603238,0.395162062395778,1,0.395162062395778
"147",11528,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW2","C",97,6,2.7,1.2,161,68,"Average","owner-occupied",51.566912,-0.242222,139,51,3,"neasden","Thames Water",43400,"Camden","tube",1,0,0,1.071915,470000,FALSE,TRUE,FALSE,653143.462784665,0.389666942095033,1,0.389666942095033
"148",1527,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE9","E",91,5,4.9,1.6,309,101,"Average","owner-occupied",51.45961,0.052937,24,46,4,"eltham","Thames Water",59600,"Greenwich","rail",0,1,0,0.4095026,350000,FALSE,FALSE,FALSE,486213.367479251,0.389181049940718,1,0.389181049940718
"149",15335,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB8","E",140,6,7.6,2.7,306,109,"Average","owner-occupied",51.539406,-0.475049,83,38,6,"uxbridge","Affinity Water",47400,"Hillingdon","tube",2,0,0,0.7692932,470000,FALSE,FALSE,FALSE,652431.354030529,0.388151817086232,1,0.388151817086232
"150",3386,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE13","D",66,3,3.5,2.8,278,220,"Very Poor","owner-occupied",51.468065,-0.010279,98,23,2,"lewisham","Thames Water",59500,"Lewisham","light_rail",0,1,1,0.2094118,299000,FALSE,FALSE,FALSE,414080.91101429,0.384885990014348,1,0.384885990014348
"151",7493,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG11","E",115,5,7.4,3.2,362,154,"Average","owner-occupied",51.534405,0.078936,17,6,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.5070624,319000,FALSE,FALSE,FALSE,441158.963085529,0.382943457948366,1,0.382943457948366
"152",8543,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR7","D",92.55,4,4.5,3.9,255,217,"Good","owner-occupied",51.404932,-0.097763,56,57,4,"thornton heath","Thames Water",44900,"Croydon","rail",0,1,0,0.5213546,315000,FALSE,FALSE,FALSE,435487.784515042,0.382500903222356,1,0.382500903222356
"153",6805,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","C",55,3,2.5,2.1,262,217,"Average","rental (private)",51.429616,-0.152251,71,37,3,"tooting bec","Thames Water",69000,"Wandsworth","tube",1,0,0,0.7543796,296000,FALSE,FALSE,FALSE,409037.280096863,0.381882703029942,1,0.381882703029942
"154",1487,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW14","C",212,7,6.2,4.1,167,109,"Good","owner-occupied",51.462743,-0.260278,86,13,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.7133672,1369000,FALSE,TRUE,FALSE,1889165.61114192,0.379960271104401,1,0.379960271104401
"155",8794,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N17","C",52,2,1.5,1,159,113,"Average","owner-occupied",51.606299,-0.060158,57,13,3,"northumberland park","Thames Water",36900,"Haringey","rail",0,1,0,0.3778112,195000,FALSE,FALSE,FALSE,268942.363664278,0.379191608534758,1,0.379191608534758
"156",2285,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","C",124,5,3.3,1.6,153,73,"Very Poor","owner-occupied",51.448886,-0.229633,88,56,3,"southfields","Thames Water",52500,"Kingston upon Thames","tube",1,0,0,1.5211872,531000,FALSE,FALSE,FALSE,732177.848610319,0.378866004915855,1,0.378866004915855
